CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	tcga_code
NCIH2077_LUNG	ACH-000010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCIH2882_LUNG	ACH-000700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCIH2887_LUNG	ACH-000251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCIH1819_LUNG	ACH-000033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCIH3122_LUNG	ACH-000337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	LUAD
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	ACH-001142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	multiple_myeloma	NA	NA	MM
PC9_LUNG	ACH-000779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	LUAD
SKNEP1_BONE	ACH-001192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA	KIRC
SKPNDW_BONE	ACH-001193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA	NA
STM9101_SOFT_TISSUE	ACH-001200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIHA_CERVIX	ACH-000556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	CESC
TM87_SOFT_TISSUE	ACH-000172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC709_SOFT_TISSUE	ACH-000597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC1240_SOFT_TISSUE	ACH-001210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC549_SOFT_TISSUE	ACH-001211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC642_SOFT_TISSUE	ACH-001212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BT16_SOFT_TISSUE	ACH-001020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CW9019_SOFT_TISSUE	ACH-001050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D384_CENTRAL_NERVOUS_SYSTEM	ACH-001052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D425_CENTRAL_NERVOUS_SYSTEM	ACH-001053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D458_CENTRAL_NERVOUS_SYSTEM	ACH-001054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D556_CENTRAL_NERVOUS_SYSTEM	ACH-001055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JR_SOFT_TISSUE	ACH-001096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MKL1_SKIN	ACH-001122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MKL2_SKIN	ACH-001123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PETA_SKIN	ACH-001170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMSCTR_SOFT_TISSUE	ACH-001196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUMB002_CENTRAL_NERVOUS_SYSTEM	ACH-001201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BB30HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
BB49HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
BICR10_UPPER_AERODIGESTIVE_TRACT	ACH-001331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
BICR78_UPPER_AERODIGESTIVE_TRACT	ACH-001332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
CA922_UPPER_AERODIGESTIVE_TRACT	ACH-002043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
DOK_UPPER_AERODIGESTIVE_TRACT	ACH-002234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
H3118_UPPER_AERODIGESTIVE_TRACT	ACH-002239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
HO1N1_UPPER_AERODIGESTIVE_TRACT	ACH-002244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
HO1U1_UPPER_AERODIGESTIVE_TRACT	ACH-002045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
JHU011_UPPER_AERODIGESTIVE_TRACT	ACH-002249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
JHU022_UPPER_AERODIGESTIVE_TRACT	ACH-002250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
KON_UPPER_AERODIGESTIVE_TRACT	ACH-001542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
KOSC2_UPPER_AERODIGESTIVE_TRACT	ACH-002260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
LB771HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
OSC19_UPPER_AERODIGESTIVE_TRACT	ACH-001625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
OSC20_UPPER_AERODIGESTIVE_TRACT	ACH-001626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
PCI15A_UPPER_AERODIGESTIVE_TRACT	ACH-002294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
PCI30_UPPER_AERODIGESTIVE_TRACT	ACH-002295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
PCI38_UPPER_AERODIGESTIVE_TRACT	ACH-002296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
PCI4B_UPPER_AERODIGESTIVE_TRACT	ACH-002297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
PCI6A_UPPER_AERODIGESTIVE_TRACT	ACH-002298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
RPMI2650_UPPER_AERODIGESTIVE_TRACT	ACH-001385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
SAS_UPPER_AERODIGESTIVE_TRACT	ACH-002029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
SAT_UPPER_AERODIGESTIVE_TRACT	ACH-001641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
SKN3_UPPER_AERODIGESTIVE_TRACT	ACH-002305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	NA	HNSC
ESO26_OESOPHAGUS	ACH-001496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
ESO51_OESOPHAGUS	ACH-001497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
FLO1_OESOPHAGUS	ACH-001500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
HCE4_OESOPHAGUS	ACH-002243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
KYAE1_OESOPHAGUS	ACH-001544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
KYSE220_OESOPHAGUS	ACH-002263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
KYSE50_OESOPHAGUS	ACH-002264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
OACM51_OESOPHAGUS	ACH-001368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
OACP4C_OESOPHAGUS	ACH-002292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
SKGT4_OESOPHAGUS	ACH-001654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
TE12_OESOPHAGUS	ACH-002311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	NA	ESCA
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA	NA
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	DLBC
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLBC
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA	NA
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA	NA
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA	NA
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA	NA
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CML	NA	NA	LCML
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA	MM
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA	NA
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA	LAML
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ALL
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ALL
